2024-04-03 00:00:18.264 [http-nio-8181-exec-25] INFO  c.j.common.lianlian.security.LLianPayAccpSignature - 签名处理中，签名源内容：{"oid_partner":"402402220000016691","timestamp":"20240403000018","user_id":"gz0002","user_type":"INNERCOMPANY"}，对应MD5值：d96f673efae2be0cb5777f90293ef89b
2024-04-03 11:59:10.472 [http-nio-8181-exec-13] INFO  com.jbp.common.lianlian.client.LLianPayClient - 请求签名值：DNUkVf+m8DIcG8O6ih1/PlQ5U1/XZzYLccZtJvZMHZ9z+zXpKg5HEeT45npTqAqIjcTAlubA9Pd3oFW4gdFiVe6RabTu0CXVaP1zvrI4DtBpnUw00urdE25nAIh1jmnfYYUxbMlP2FRs1xV0nwwysJs6Ini8uR1vlR9V8AkkoKEpq6xR6UcWXiO1hoBWO3VLyxAWxhHUcE02WUHc4bhypcZiRsVWt14uuZXNNpVk0ng0cBWxQXu0/MIitbn83BdbXRKTSRoT2IIiEH+SOnHWuYHLBsJK59QIcUfyQRyePeRoTMCGPqBHBNhFP2y+XABFxsfxC6ND21z28uCiWCO10i4cvh6pfuGStlFpJiGL1leNmLoLTVu0Ux7+nzyKEvso3ksv73PdfXWwK6oGf2j3d17wLIfiNTuTa+Wp3KXyHfATmbvBYY1v6ouodtxTnMm+4692RKKSwRJIqTnp/vNDReZ8/16dYNikz516wG36+q9rXltvTd6aocIs8UpkDdcc+ijAz+nVB1CNtVe9jD68cURH6AIrancrMCwceBAboxTdmDfOhLpi1OjxJXW64OPFuPBZnhvSrtKlT/ONu/+IPjaWeUMQsNQ9ZV87pAOHurYI4bjhPpT1pPAN/d9/asT3+aBUBaQKD48IWlmK9LFBO2CSQD9tMS+IQNb3hRkd0QQ=
2024-04-03 11:59:10.472 [http-nio-8181-exec-13] INFO  com.jbp.common.lianlian.client.LLianPayClient - 请求参数：{"amount":0.1,"encrypt_algorithm":"SM2","flag_chnl":"PCH5","oid_partner":"402402220000016691","password_scene":"pay_password","pyee_name":"义乌市雅莎日用品有限公司","timestamp":"20240403115910","txn_seqno":"LZT_NDF_178522223609369","user_id":"gz0002"}
2024-04-03 11:59:10.541 [http-nio-8181-exec-13] INFO  com.jbp.common.lianlian.client.LLianPayClient - 响应结果：{"oid_partner":"402402220000016691","password_element_token":"fcf692442cd629e5e6e42c8bd9c077c2","ret_code":"0000","ret_msg":"交易成功"}
2024-04-03 11:59:10.541 [http-nio-8181-exec-13] INFO  com.jbp.common.lianlian.client.LLianPayClient - 响应签名：XeZRrhrU5eu+LZuisiKJBSA7fl/E1ELkQUYQUHB4IZWefb1moy+wFkoBNlAuA027FcbDiaKjhqPYzxph6GA2Bc6Efhuy1vRQsNhqF5ISKR/4nc+2YpzCBmAoSzPTEros7jaaET+VH7a+rLNAiYl36MklDLvznrMUu0baSguCSgI=
2024-04-03 11:59:10.541 [http-nio-8181-exec-13] INFO  c.j.common.lianlian.security.LLianPayAccpSignature - 签名验证中，源串：{"oid_partner":"402402220000016691","password_element_token":"fcf692442cd629e5e6e42c8bd9c077c2","ret_code":"0000","ret_msg":"交易成功"}，对应MD5值：45445e3b4a02422a3b6ee8008e9097c2
2024-04-03 11:59:10.542 [http-nio-8181-exec-13] INFO  com.jbp.common.lianlian.client.LLianPayClient - 响应验签通过！
2024-04-03 12:02:05.060 [http-nio-8181-exec-16] INFO  c.j.common.lianlian.security.LLianPayAccpSignature - 签名处理中，签名源内容：{"continuously_flag":"N","directionalpay_flag":"N","funds_flag":"N","notify_url":"https://mer.pay.kkyp.vip/api/publicly/payment/callback/lianlian/lzt/LZT_NDF_178522223609369","oid_partner":"402402220000016691","orderInfo":{"total_amount":0.1,"txn_purpose":"服务费","txn_seqno":"LZT_NDF_178522223609369","txn_time":"20240403120205"},"payeeInfo":[{"payee_amount":"0.1","payee_id":"gz0001","payee_type":"USER"}],"payerInfo":{"password":"/eyYSoyeaYitBE4FSMgDlb8EJunF7jJ4nlISLlxOvjpfjO0NIH9/yO6srM4erSTQvbjIp/Emiyiy9hzhgIlsTI78zB90OI453s3zk3fgpu19wQKc/xPCgjl/seoIvXwCnGIiNHF0TdzanQ2vj0/7EwGQlrojdD0KhJ1WSNtQcymRCCh2WFk9u20QB+Uq+a4DcuBJ12hymcJ5ZTYGRtKtsoP5GNuOa7Zhk05DdNl8HnsVkKaoU8XzxHh0eYlWPMwNWRV/egZorIuN/JlEFxiA7g==","payer_id":"gz0002","payer_type":"USER","random_key":"6fad11bb-bfad-45ee-830d-8f1ab73317b6"},"risk_item":"{\"frms_client_chnl\":\"13\",\"frms_ip_addr\":\"127.0.0.1\",\"frms_ware_category\":\"2007\",\"goods_name\":\"服务费\",\"user_auth_flag\":\"1\",\"user_info_bind_phone\":\"\",\"user_info_dt_register\":\"20240103120205\",\"user_info_mercht_userno\":\"gz0001\"}","timestamp":"20240403120205"}，对应MD5值：9a15d390698510b3d043d0a293448e56
2024-04-03 12:02:05.077 [http-nio-8181-exec-16] INFO  com.jbp.common.lianlian.client.LLianPayClient - 请求URL：https://accpapi.lianlianpay.com/v1/txn/transfer-morepyee
2024-04-03 12:02:05.077 [http-nio-8181-exec-16] INFO  com.jbp.common.lianlian.client.LLianPayClient - 请求签名值：aUgJkCAo5OplmfuLXZ71J10+Xvp/BVBrE5qcdSd1uL18R6yGm8vvWghxr1NGSrSo6/VI8hONk2N50JcjZPXc4xXjqBFIPhsI/dbjalHiQrW8zqfqx+psSIvt15jUBEEdZCsGyTnqCvJQu+pMXqQb4VjP2dRzAtDJ++3nKxQDARP6RbRQJh3Oe0Frsib1757TRow1OEyemMPs7nR74m04iat2u3VF/Rio+jmpRpzY8PKv3dkigUDigz2lDIe47TdBmZ76bL3i/nLIiqmXBNqo9yHGQzrje0HSf1r13uARtIdvWhSEcO/WAg5rT7lfOGqCgj/7YMuqd7ZAEvuQL0TKfmyIY7bwio4eulZKmZ8IhcVXnC1Kpsy5lBKFsd1WH6M70IfULG2QMn+LfLmMgWeH/mQ6zbhV+j5yWgLhi66I1sIRUcLAJSeuGKwsUAIY+QHURkB4iZw+JkvXG5DpWkJ8Hu441uIC18crga4zk43nIKjZMJdj/nUdn+ZIyrNOj1lxJxbduXNJOL/Z9Xc0flMzjmRYvkABkJ6OFHfePFMBQ/qswFGlGece2eKlrlCTUnweOFqvn0FjJeR4cqtwr0bta58SdU1aozFG/jpfkCRcAKn6rke7tWJ3JEj0kt5ZOTZGTR7Svzj9UoyJ5UHlX7TFYHzCrmCqRoCz2AeRBOnYOR4=
2024-04-03 12:02:05.077 [http-nio-8181-exec-16] INFO  com.jbp.common.lianlian.client.LLianPayClient - 请求参数：{"continuously_flag":"N","directionalpay_flag":"N","funds_flag":"N","notify_url":"https://mer.pay.kkyp.vip/api/publicly/payment/callback/lianlian/lzt/LZT_NDF_178522223609369","oid_partner":"402402220000016691","orderInfo":{"total_amount":0.1,"txn_purpose":"服务费","txn_seqno":"LZT_NDF_178522223609369","txn_time":"20240403120205"},"payeeInfo":[{"payee_amount":"0.1","payee_id":"gz0001","payee_type":"USER"}],"payerInfo":{"password":"/eyYSoyeaYitBE4FSMgDlb8EJunF7jJ4nlISLlxOvjpfjO0NIH9/yO6srM4erSTQvbjIp/Emiyiy9hzhgIlsTI78zB90OI453s3zk3fgpu19wQKc/xPCgjl/seoIvXwCnGIiNHF0TdzanQ2vj0/7EwGQlrojdD0KhJ1WSNtQcymRCCh2WFk9u20QB+Uq+a4DcuBJ12hymcJ5ZTYGRtKtsoP5GNuOa7Zhk05DdNl8HnsVkKaoU8XzxHh0eYlWPMwNWRV/egZorIuN/JlEFxiA7g==","payer_id":"gz0002","payer_type":"USER","random_key":"6fad11bb-bfad-45ee-830d-8f1ab73317b6"},"risk_item":"{\"frms_client_chnl\":\"13\",\"frms_ip_addr\":\"127.0.0.1\",\"frms_ware_category\":\"2007\",\"goods_name\":\"服务费\",\"user_auth_flag\":\"1\",\"user_info_bind_phone\":\"\",\"user_info_dt_register\":\"20240103120205\",\"user_info_mercht_userno\":\"gz0001\"}","timestamp":"20240403120205"}
2024-04-03 12:02:05.288 [http-nio-8181-exec-16] INFO  com.jbp.common.lianlian.client.LLianPayClient - 响应结果：{"ret_code":"1015","ret_msg":"支付密码错误，您还可以输入5次"}
2024-04-03 12:02:05.289 [http-nio-8181-exec-16] INFO  com.jbp.common.lianlian.client.LLianPayClient - 响应签名：Vvb780k/F4L1N6Js1sw0eWfMK6VzrCrbLH20WxCD+Bk9axeMyamSCznzta7QcLtSXUvrEsRIlnprLLwNRP8wP5XWvPRLBFpnQvkdt2B3JZE7J9BwOjMqZnS8qTCFx7OXmfdic6hTtY/vckK35vW8xl7ijQyV9HxXPCqKuggYtHo=
2024-04-03 12:02:05.289 [http-nio-8181-exec-16] INFO  c.j.common.lianlian.security.LLianPayAccpSignature - 签名验证中，源串：{"ret_code":"1015","ret_msg":"支付密码错误，您还可以输入5次"}，对应MD5值：9a1fa1b1b6ff8b443e6f7a9a0fbfa2fa
2024-04-03 12:02:05.289 [http-nio-8181-exec-16] INFO  com.jbp.common.lianlian.client.LLianPayClient - 响应验签通过！
2024-04-03 12:02:17.168 [http-nio-8181-exec-17] INFO  c.j.common.lianlian.security.LLianPayAccpSignature - 签名处理中，签名源内容：{"amount":0.1,"encrypt_algorithm":"SM2","flag_chnl":"PCH5","oid_partner":"402402220000016691","password_scene":"pay_password","pyee_name":"义乌市雅莎日用品有限公司","timestamp":"20240403120217","txn_seqno":"LZT_NDF_131010165065341","user_id":"gz0002"}，对应MD5值：a2f449557db472ad4b35690dc79899fd
2024-04-03 12:02:17.189 [http-nio-8181-exec-17] INFO  com.jbp.common.lianlian.client.LLianPayClient - 请求URL：https://accpgw.lianlianpay.com/v1/acctmgr/apply-password-element
2024-04-03 12:02:17.189 [http-nio-8181-exec-17] INFO  com.jbp.common.lianlian.client.LLianPayClient - 请求签名值：IjOepukCjBgqGlsBzyUZPovTq66FNWYIcTJJDqUh8s0mCZgm6cWp63XGOrEf/9MENo6sCpD0AkSKKxUoH2ACh3qbdYMELvbo3BfJ5naKW7k/6mRZ9Ijf+UUUjH4NjR+cbi3P1tfQJxH/Ni3YglHexSVqoa6V8VmgdAjKtRvcRHtBNVSbbV0EW7mhOf8a8BOZNAYhK0DJJvVnVhzox7iOt2cm0K3bor3uvHmD9R31hkJNYHa9+XwUnzh6+bc9KOstH072DTUEcwATAwGl1eA0mDS+5D0GCWBg6RhfipDqHUB4r00qOvackoWrXNg/X16hie3YAN9KuilJ0Vd9jHjKVL1uswDB9aXRHrzuoRE42ia+pAqxPz8Glv9aZRcVrtmnwWpXPwI5PHEFCgR61tB1xZ/vMt9WIkFBso4SxEb55dgSfkOzf5ZUrExq4LXN8HhK0pGvu4jTZoIiV2Hqsf3Klrohc/JyDgaGkTEisZmP6JY1A+O8XhLLb3yWwr02zsX25Jsx8f1aVeN0dB9M58BuUkKW4eICqADz4xEIz9jcLIPcP1Vo3w7kCTIzH//phBdLQyb2ZSKpfQG5ZzOy7K8MCVrIhsEACHx692SDwlR/tFSOXe1vxYQM579vkftQP9JFWTIeNhck1jerAufj3VfzpDe2eq3/HjO04ydQx+r8nmY=
2024-04-03 12:02:17.189 [http-nio-8181-exec-17] INFO  com.jbp.common.lianlian.client.LLianPayClient - 请求参数：{"amount":0.1,"encrypt_algorithm":"SM2","flag_chnl":"PCH5","oid_partner":"402402220000016691","password_scene":"pay_password","pyee_name":"义乌市雅莎日用品有限公司","timestamp":"20240403120217","txn_seqno":"LZT_NDF_131010165065341","user_id":"gz0002"}
2024-04-03 12:02:17.396 [http-nio-8181-exec-17] INFO  com.jbp.common.lianlian.client.LLianPayClient - 响应结果：{"oid_partner":"402402220000016691","password_element_token":"9c5dd4f702f7b654f7249f842bff13fa","ret_code":"0000","ret_msg":"交易成功"}
2024-04-03 12:02:17.396 [http-nio-8181-exec-17] INFO  com.jbp.common.lianlian.client.LLianPayClient - 响应签名：K/4iFtPqWAZilQmiJ/wtXauQxnq4tY5pi54ow8SP1CI1WDdcdBqdxwGu3F8Fdhu/tjVQJeeN09axwZFCnas6aP4C+TbaGtvxCVjdsYggcYCzB5lhhGPOKAV4JWNWP77Pe7DnHXlkcpSR63IXblGVUUri2k9oLP0CjPl6pYpIRSY=
2024-04-03 12:02:17.396 [http-nio-8181-exec-17] INFO  c.j.common.lianlian.security.LLianPayAccpSignature - 签名验证中，源串：{"oid_partner":"402402220000016691","password_element_token":"9c5dd4f702f7b654f7249f842bff13fa","ret_code":"0000","ret_msg":"交易成功"}，对应MD5值：e1eae0b9fe02e385ccf9d78621dda26c
2024-04-03 12:02:17.397 [http-nio-8181-exec-17] INFO  com.jbp.common.lianlian.client.LLianPayClient - 响应验签通过！
2024-04-03 12:03:19.079 [http-nio-8181-exec-21] INFO  c.j.common.lianlian.security.LLianPayAccpSignature - 签名处理中，签名源内容：{"continuously_flag":"N","directionalpay_flag":"N","funds_flag":"N","notify_url":"https://mer.pay.kkyp.vip/api/publicly/payment/callback/lianlian/lzt/LZT_NDF_131010165065341","oid_partner":"402402220000016691","orderInfo":{"total_amount":0.1,"txn_purpose":"服务费","txn_seqno":"LZT_NDF_131010165065341","txn_time":"20240403120319"},"payeeInfo":[{"payee_amount":"0.1","payee_id":"gz0001","payee_type":"USER"}],"payerInfo":{"password":"aSkN4fWA1R8KmQT1mV/jBURVmzNZz7dif37TzTpTfujD6mlx3YqTGvXbD0Qh5TeyMJWA5No824Iq5CWWk6IJfVwU3VuFPWRPenDMLsOt4do7lqCBuUKRq/0GXY7JPqtP7XYiyLcvsHL1bGcoK27dQcIUbpX0asCH1jELqL4EnVZr8a9zbunHtHspxQVyENfBUQBrnlU6d8XcirZkSFRnDG2rUbuECu+z5vDgXJazbAJcopdI8uX4IZQ2B/KhYBZ1wnEZ8zq799H3T12jS0sy7A==","payer_id":"gz0002","payer_type":"USER","random_key":"7935ae36-b369-4405-8359-ed4523ac7c52"},"risk_item":"{\"frms_client_chnl\":\"13\",\"frms_ip_addr\":\"127.0.0.1\",\"frms_ware_category\":\"2007\",\"goods_name\":\"服务费\",\"user_auth_flag\":\"1\",\"user_info_bind_phone\":\"\",\"user_info_dt_register\":\"20240103120319\",\"user_info_mercht_userno\":\"gz0001\"}","timestamp":"20240403120319"}，对应MD5值：5568a9fb5fb2ec35a8ae573d4381fa54
2024-04-03 12:03:19.102 [http-nio-8181-exec-21] INFO  com.jbp.common.lianlian.client.LLianPayClient - 请求URL：https://accpapi.lianlianpay.com/v1/txn/transfer-morepyee
2024-04-03 12:03:19.102 [http-nio-8181-exec-21] INFO  com.jbp.common.lianlian.client.LLianPayClient - 请求签名值：k/tJCtScOdLpa6H/CeevJUW5gvMMZgue1Mnn2ZTZPV/pJGrZOah/6BAie6hQgoJ2cdrBR1QmcAmDTE1zmNvxl314RFCjBqYpNfRBw4nkjJN/SkzDaaMntb16MJYxmZ1/eerBrdG0C6rDWJYk2nNgI08CRTD/+phzw6Qre4zYfyRul5mOLS5mZTsHtxZT1W3la5oMKSVIwQdDYZQjKZR8xaGtTyOOdOrK0oydWpmKF2+YOTa5db6lgmKAwkkC6tJAIj5ZpRBl+4FE7TfhSqlqPE7WlshQIqouUBWbOmFwepWC55DfhrCroBAp2b9/odzFsw1DYW4ZDEgkZX74z9fJnDEgczUoPaTvOx/w48XwS9gClQzgsrUvrXHEK5nxJtsebILgR8/4ebMf+oeJ2rRTz6MaH7J3qdd2r1CDMHOokB3spLklUU73lzyIan2hiqSgrq0cxXzlY236rxYuSO7XX5OY5HlB7z5vqFnrz9+Xgvw9ACrOwGNbEXI1tWf+tvWHn9Jr/fSymClZgrXDavXUEzldtl5B0zDV9IaZdUaKP5btiSpyo8t6P2p/7wF/ybe3huS/X8kcd8Vz5FjZTa3drtTYkOws+/mwCFce3IKKadJA6YJ+s5mPkU6hJyAKGEJqmMY0zlveN2jCUcfeyFpDbk8SlyPD20yFwZ6PH3o6Owk=
2024-04-03 12:03:19.102 [http-nio-8181-exec-21] INFO  com.jbp.common.lianlian.client.LLianPayClient - 请求参数：{"continuously_flag":"N","directionalpay_flag":"N","funds_flag":"N","notify_url":"https://mer.pay.kkyp.vip/api/publicly/payment/callback/lianlian/lzt/LZT_NDF_131010165065341","oid_partner":"402402220000016691","orderInfo":{"total_amount":0.1,"txn_purpose":"服务费","txn_seqno":"LZT_NDF_131010165065341","txn_time":"20240403120319"},"payeeInfo":[{"payee_amount":"0.1","payee_id":"gz0001","payee_type":"USER"}],"payerInfo":{"password":"aSkN4fWA1R8KmQT1mV/jBURVmzNZz7dif37TzTpTfujD6mlx3YqTGvXbD0Qh5TeyMJWA5No824Iq5CWWk6IJfVwU3VuFPWRPenDMLsOt4do7lqCBuUKRq/0GXY7JPqtP7XYiyLcvsHL1bGcoK27dQcIUbpX0asCH1jELqL4EnVZr8a9zbunHtHspxQVyENfBUQBrnlU6d8XcirZkSFRnDG2rUbuECu+z5vDgXJazbAJcopdI8uX4IZQ2B/KhYBZ1wnEZ8zq799H3T12jS0sy7A==","payer_id":"gz0002","payer_type":"USER","random_key":"7935ae36-b369-4405-8359-ed4523ac7c52"},"risk_item":"{\"frms_client_chnl\":\"13\",\"frms_ip_addr\":\"127.0.0.1\",\"frms_ware_category\":\"2007\",\"goods_name\":\"服务费\",\"user_auth_flag\":\"1\",\"user_info_bind_phone\":\"\",\"user_info_dt_register\":\"20240103120319\",\"user_info_mercht_userno\":\"gz0001\"}","timestamp":"20240403120319"}
2024-04-03 12:03:19.192 [http-nio-8181-exec-21] INFO  com.jbp.common.lianlian.client.LLianPayClient - 响应结果：{"oid_partner":"402402220000016691","ret_code":"8888","ret_msg":"交易申请成功,需要再次进行短信验证码校验","token":"902707fafd8b50391dd91c150724c835","total_amount":"0.1","txn_seqno":"LZT_NDF_131010165065341","user_id":"gz0002"}
2024-04-03 12:03:19.193 [http-nio-8181-exec-21] INFO  com.jbp.common.lianlian.client.LLianPayClient - 响应签名：RvFZ239t98f+zAl5bKgk9aozEdxVA2kmoKeuGUR7ZOeAQZdLUtfNTbsiww+X8Ys+KML/x017eJ08LSXKgkj5QcPqwk8rQXZYoLMzAlOUcHMZnynFiAQ3hvJpotaZE3/TmTFW2BJ56y6VZh2NItRrZqn+XvY4ynSRc5Se/rUDr/Q=
2024-04-03 12:03:19.193 [http-nio-8181-exec-21] INFO  c.j.common.lianlian.security.LLianPayAccpSignature - 签名验证中，源串：{"oid_partner":"402402220000016691","ret_code":"8888","ret_msg":"交易申请成功,需要再次进行短信验证码校验","token":"902707fafd8b50391dd91c150724c835","total_amount":"0.1","txn_seqno":"LZT_NDF_131010165065341","user_id":"gz0002"}，对应MD5值：70e53249776de510a0c283de2c738c36
2024-04-03 12:03:19.193 [http-nio-8181-exec-21] INFO  com.jbp.common.lianlian.client.LLianPayClient - 响应验签通过！
2024-04-03 12:03:55.100 [http-nio-8181-exec-24] INFO  c.j.common.lianlian.security.LLianPayAccpSignature - 签名处理中，签名源内容：{"oid_partner":"402402220000016691","timestamp":"20240403120355","user_id":"gz0002","user_type":"INNERCOMPANY"}，对应MD5值：9b4c022c2561f10ac2140d11c168f85a
2024-04-03 12:03:55.120 [http-nio-8181-exec-24] INFO  com.jbp.common.lianlian.client.LLianPayClient - 请求URL：https://accpapi.lianlianpay.com/v1/acctmgr/query-acctinfo
2024-04-03 12:03:55.120 [http-nio-8181-exec-24] INFO  com.jbp.common.lianlian.client.LLianPayClient - 请求签名值：YzJ9DPMscV59hWr6B4ujJt7EurrlnGJusyo+G652hyouKQ11b77TTnWJo98G0RcsAI7ZdSZisO3pIERUSEM/o+U/O+smH76UCDRJ6e1IKoJo5Tna0i6J3zHgjAl0k651l0++MCgoF/vYPKtEM6zGD2DeOhQjFEFQEHLjId7qphfCw8EHvYYFNlLUl3XAiWaARUkjoE193E+xObkVUdmpARu6l4y1LBoft77HZXn++BHrbDGggJrMEBxxYg73OydokD2LYaUmLjRNh1ToVp09DFlqwWg7erFnM/5Uu9NHiEszkadRMbwrMHLsHEUGg1mt14XiSx/NvMVr5YfYEdrE1jMwQ72lMSGsanLyf7EH7HfGxyrDEGYtZIiRWLjVwOuPSohITiDDA4IQAIF08XgC0I5iHdYD/HOMnXX9PGfJbFVdpuhZjfzgXKhMK5ff34VDBz7sffV9iWmgYgalERNxCE+lvaN74nieLeH5Lnth1DrkyJbS5xogfP1f9OYk5jk5SzYmy+y5JPlWmdxVLYEs51tY2fq/gmJjObqEXZRLDT+Rllvi0lgpA3RyY7p4zqfrrLWlHR3oJXqHSBWEaVmTrzVl0ZFNZ6nDCQEUfg9bmyrzgd+lyNRm14iQWK3ybPqUkHLHD2GAp/AA9PnS8S4goSDuGuR6lgW70YCm7Xwwyek=
2024-04-03 12:03:55.120 [http-nio-8181-exec-24] INFO  com.jbp.common.lianlian.client.LLianPayClient - 请求参数：{"oid_partner":"402402220000016691","timestamp":"20240403120355","user_id":"gz0002","user_type":"INNERCOMPANY"}
2024-04-03 12:03:55.180 [http-nio-8181-exec-24] INFO  com.jbp.common.lianlian.client.LLianPayClient - 响应结果：{"acctinfo_list":[{"acct_state":"NORMAL","acct_type":"USEROWN_AVAILABLE","amt_balaval":"2.01","amt_balcur":"2.01","amt_balfrz":"0.00","amt_lastaval":"2.01","amt_lastbal":"2.01","amt_lastfrz":"0.00","oid_acctno":"20240305000099561455"},{"acct_state":"NORMAL","acct_type":"USEROWN_PSETTLE","amt_balaval":"0.00","amt_balcur":"0.00","amt_balfrz":"0.00","amt_lastaval":"0.00","amt_lastbal":"0.00","amt_lastfrz":"0.00","oid_acctno":"20240305000099561458"}],"bank_account":"2527408771487222","oid_partner":"402402220000016691","oid_userno":"2024030577141027","ret_code":"0000","ret_msg":"交易成功","user_id":"gz0002"}
2024-04-03 12:03:55.180 [http-nio-8181-exec-24] INFO  com.jbp.common.lianlian.client.LLianPayClient - 响应签名：WV34BA0LVFRMPQW8dPF91K0tP9i9wZr/MQCChIuH4Ew//sK2lUzYeK7cCrD1MS6NoACgyjxXjfh61c4ndIBj27eZROePfMyxgffYdpDPNWTE+Rguc+WwzdFwEoWUTYFOab18XeqfaIiQBfTJs6lmBgOnpaVt0cixXpfuaew97ug=
2024-04-03 12:03:55.180 [http-nio-8181-exec-24] INFO  c.j.common.lianlian.security.LLianPayAccpSignature - 签名验证中，源串：{"acctinfo_list":[{"acct_state":"NORMAL","acct_type":"USEROWN_AVAILABLE","amt_balaval":"2.01","amt_balcur":"2.01","amt_balfrz":"0.00","amt_lastaval":"2.01","amt_lastbal":"2.01","amt_lastfrz":"0.00","oid_acctno":"20240305000099561455"},{"acct_state":"NORMAL","acct_type":"USEROWN_PSETTLE","amt_balaval":"0.00","amt_balcur":"0.00","amt_balfrz":"0.00","amt_lastaval":"0.00","amt_lastbal":"0.00","amt_lastfrz":"0.00","oid_acctno":"20240305000099561458"}],"bank_account":"2527408771487222","oid_partner":"402402220000016691","oid_userno":"2024030577141027","ret_code":"0000","ret_msg":"交易成功","user_id":"gz0002"}，对应MD5值：6909ccbe1ec7494fc23dee1bbe6bf835
2024-04-03 12:03:55.181 [http-nio-8181-exec-24] INFO  com.jbp.common.lianlian.client.LLianPayClient - 响应验签通过！
2024-04-03 12:03:55.184 [http-nio-8181-exec-24] INFO  c.j.common.lianlian.security.LLianPayAccpSignature - 签名处理中，签名源内容：{"acct_type":"USEROWN","oid_partner":"402402220000016691","timestamp":"20240403120355","user_id":"gz0002","user_type":"USER"}，对应MD5值：399a6331507049a551e6396d42215707
2024-04-03 12:03:55.202 [http-nio-8181-exec-24] INFO  com.jbp.common.lianlian.client.LLianPayClient - 请求URL：https://accpquery.lianlianpay.com/v1/lzt/query-acctinfo
2024-04-03 12:03:55.202 [http-nio-8181-exec-24] INFO  com.jbp.common.lianlian.client.LLianPayClient - 请求签名值：hjn8U+PIOG5gTYRqhlioW8k6jrHE+cMugmJVCHKz2hO7iQ5mC234XD5XUfMUWu3kv65pdGTqwg0uMJ0r9wbtIJFn1nF+NM0y71/+VjHlS22P+8UTkgV2gIOAdG95oLntfa0sTK1PHC0jTb/NzKnRNvxG0PHOIPfvbJeuhIUOntOHz88AswbnqxzTc138I+/5X6zx5mp3n15X8auEfhMr25CCgSGCFve+m8Qfbo3NuXp0sU852aa7brgctDNi00oWISeuB1gbQWEPbF82r76243B0BaSJ2BWTLOibS7pFLWyzUo6JJK4AfwgLcHVyWHbTKsYXj2ytrZtHqvlPYkH2VFSLJUiDAcmzdhJXjkpHObdqg5LNS2TqTAcyo7n2VNSSX4DPumD9/onck8qvlxPTAystxZRhBMaHjZSlPEuPN1MKRYPI6oaMrKMYocEFm+vdF0Iqoig1vizioZ0E57De7V8hJhvEiU2smDVKc34rDS9VLe4DdFFxW3pOiRzedmw0thybKhLIF/5iA0Q/DqZJR/+vqfjYTPZqlGqha96A/08n4ExeLPL5/Vcqw5KVqfRQDhXpK7EdxlJOVC9brJL/Rzr/lkqzb9lqNqK1SiCFJ2DoQh96OUJMBgVBjwfHQ4fxWjNOAPcoZaWPdXVVu8lI15Ik5RvRwQ7bU+hbZPVu1xU=
2024-04-03 12:03:55.202 [http-nio-8181-exec-24] INFO  com.jbp.common.lianlian.client.LLianPayClient - 请求参数：{"acct_type":"USEROWN","oid_partner":"402402220000016691","timestamp":"20240403120355","user_id":"gz0002","user_type":"USER"}
2024-04-03 12:03:55.702 [http-nio-8181-exec-24] INFO  com.jbp.common.lianlian.client.LLianPayClient - 响应结果：{"list":[{"acct_stat":"NORMAL","bank_acct_balance":"0.00","bank_acct_name":"义乌市雅莎日用品有限公司","bank_acct_no":"8888930201488321","bank_code":"03580000","brbank_no":"323651066666","txn_seqno":"LZT_BKH_59240261148734"}],"ret_code":"0000","ret_msg":"交易成功"}
2024-04-03 12:03:55.702 [http-nio-8181-exec-24] INFO  com.jbp.common.lianlian.client.LLianPayClient - 响应签名：Y9S2LR+oW8FjVzJO8WSZgBcgOsC56oiwpBEUmrDvs7vdthwkQphN57YjpZUHdnl1Q1SHnSHCMmQ45LC1r473iwcub2TzjOreKwjWV8OoGYfOfW38CuYI25ZNDq0TG/XJ5dnCdqjqONC8+xfvpA7qZ4NtMRPUihgtVCcJuFovRUU=
2024-04-03 12:03:55.702 [http-nio-8181-exec-24] INFO  c.j.common.lianlian.security.LLianPayAccpSignature - 签名验证中，源串：{"list":[{"acct_stat":"NORMAL","bank_acct_balance":"0.00","bank_acct_name":"义乌市雅莎日用品有限公司","bank_acct_no":"8888930201488321","bank_code":"03580000","brbank_no":"323651066666","txn_seqno":"LZT_BKH_59240261148734"}],"ret_code":"0000","ret_msg":"交易成功"}，对应MD5值：de62a6e896137431dd1329745bbdaa25
2024-04-03 12:03:55.703 [http-nio-8181-exec-24] INFO  com.jbp.common.lianlian.client.LLianPayClient - 响应验签通过！
2024-04-03 12:03:55.768 [http-nio-8181-exec-24] INFO  c.j.common.lianlian.security.LLianPayAccpSignature - 签名处理中，签名源内容：{"oid_partner":"402402220000016691","timestamp":"20240403120355","user_id":"gz0001","user_type":"INNERCOMPANY"}，对应MD5值：edfeb1792874644e3c7751c317d1b15a
2024-04-03 12:03:55.787 [http-nio-8181-exec-24] INFO  com.jbp.common.lianlian.client.LLianPayClient - 请求URL：https://accpapi.lianlianpay.com/v1/acctmgr/query-acctinfo
